permit_number,permit_type_descr,permit_subtype_descr,date_entered,date_issued,construction_cost,address,city,state,zip,contact,ivr_tracking_number,purpose,lat,lon,category,type_subtype
2020012079,Building Residential - New,Single Family Residence,2020-02-25,2020-05-05,285117.0,1000  12TH AVE S,NASHVILLE,TN,37203,PROVINCE BUILDERS LLC,3762948,"MAPPING NOT COMPLETED AS OF 2/13/2020.

To construct 1000 12th Ave S., 1 of 6 Units within a Single Building. 2531 sq ft of living, 518 sq ft garage, and 675 sq ft of porches and decks. 12th Avenue South Development with 12 Units within 3 Buildings. Must comply with Master Permit 2019042900 and easements on parcel. Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of  Metropolitan Code�.

POC JOHN SWIFT 615-416-2799",36.146173,-86.786047,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020009756,Building Residential - New,Single Family Residence,2020-02-13,2020-05-05,220794.0,1037  SOUTHSIDE CT  2,NASHVILLE,TN,37203,PROVINCE BUILDERS LLC,3759703,"MAPPING NOT COMPLETED AS OF 2/13/2020.

To construct 1037 Southside Ct Unit 2, within a 3 Unit Building. 1960 sq ft of living, 421 sq ft garage, and 185 sq ft of porches and decks. 12th Avenue South Development with 12 Units within 3 Buildings. Must comply with Master Permit 2019042900 and easements on parcel. Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of  Metropolitan Code�.

POC JOHN SWIFT 615-416-2799",36.146361,-86.78405500000001,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020009766,Building Residential - New,Single Family Residence,2020-02-13,2020-05-05,220794.0,1037  SOUTHSIDE CT  6,NASHVILLE,TN,37203,PROVINCE BUILDERS LLC,3759718,"MAPPING NOT COMPLETED AS OF 2/13/2020.

To construct 1037 Southside Ct Unit 6, within a 3 Unit Building. 1960 sq ft of living, 421 sq ft garage, and 185 sq ft of porches and decks. 12th Avenue South Development with 12 Units within 3 Buildings. Must comply with Master Permit 2019042900 and easements on parcel. Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of  Metropolitan Code�.

POC JOHN SWIFT 615-416-2799",36.146361,-86.78405500000001,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020025736,Building Residential - New,Single Family Residence,2020-04-23,2020-05-05,289036.0,476  RED SUNSET CT,BRENTWOOD,TN,37027,REGENT HOMES LLC,3807611,"Autumn Oaks Lot 005 to construct 2384 SF single-family residence with 179 Sf porches and a garage of 455 SF. PUDR. must comply with tree regulations one new two inch tree for every 30' road frontage. for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835. 20' min front s/b; 5' min side s/b; 36.2' min rear s/b.",36.00705,-86.69529,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020027793,Building Commercial - New,"Accessory Structure, Shed / Storage Bldg",2020-05-04,2020-05-05,23184.0,303  MADISON ST,MADISON,TN,37115,SELF CONTRACTOR COMMERCIAL (SEE APPLICANT INFORMATION),3812099,to install a 20 x 24 detached storage building on property.  20' min rear s/b.,36.258888,-86.717001,Commercial,"TYPE: Building Commercial - New SUBTYPE: Accessory Structure, Shed / Storage Bldg"
2020009762,Building Residential - New,Single Family Residence,2020-02-13,2020-05-05,220794.0,1037  SOUTHSIDE CT  4,NASHVILLE,TN,37203,PROVINCE BUILDERS LLC,3759713,"MAPPING NOT COMPLETED AS OF 2/13/2020.

To construct 1037 Southside Ct Unit 4, within a 3 Unit Building. 1960 sq ft of living, 421 sq ft garage, and 185 sq ft of porches and decks. 12th Avenue South Development with 12 Units within 3 Buildings. Must comply with Master Permit 2019042900 and easements on parcel. Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of  Metropolitan Code�.

POC JOHN SWIFT 615-416-2799",36.146361,-86.78405500000001,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020009764,Building Residential - New,Single Family Residence,2020-02-13,2020-05-05,220794.0,1037  SOUTHSIDE CT  5,NASHVILLE,TN,37203,PROVINCE BUILDERS LLC,3759717,"MAPPING NOT COMPLETED AS OF 2/13/2020.

To construct 1037 Southside Ct Unit 5, within a 3 Unit Building. 1960 sq ft of living, 421 sq ft garage, and 185 sq ft of porches and decks. 12th Avenue South Development with 12 Units within 3 Buildings. Must comply with Master Permit 2019042900 and easements on parcel. Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of  Metropolitan Code�.

POC JOHN SWIFT 615-416-2799",36.146361,-86.78405500000001,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020023957,Building Residential - New,Single Family Residence,2020-04-15,2020-05-05,204000.0,3365  LAKESIDE PL,HERMITAGE,TN,37076,ORCA BUILDING GROUP LLC,3803290,"Construct 1 two story house with 1893 sf living area.  40' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175889,-86.620861,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020026373,Building Residential - New,Single Family Residence,2020-04-27,2020-05-05,213746.0,2413A  BOOKER ST,NASHVILLE,TN,37208,RHD CONSTRUCTION LLC,3808998,"parent parcel is map 92-6 parcel 661, is zoned R6-A, contains 9750 sf lot area and is in a pre 1984 recorded subdivision.  this permit to construct unit A of proposed horizonal property line regime duplex with 1763 sf living area and 434 sf porch/attached garage areas.  units detached.  Max allowed height is 33'.  min required distance between structures is 6' min with no bump outs. R6-A zoning requires ALL parking to be located to the rear of residences.  24.6' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",36.160688,-86.81297099999999,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020009759,Building Residential - New,Single Family Residence,2020-02-13,2020-05-05,220794.0,1037  SOUTHSIDE CT  3,NASHVILLE,TN,37203,PROVINCE BUILDERS LLC,3759708,"MAPPING NOT COMPLETED AS OF 2/13/2020.

To construct 1037 Southside Ct Unit 3, within a 3 Unit Building. 1960 sq ft of living, 421 sq ft garage, and 185 sq ft of porches and decks. 12th Avenue South Development with 12 Units within 3 Buildings. Must comply with Master Permit 2019042900 and easements on parcel. Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of  Metropolitan Code�.

POC JOHN SWIFT 615-416-2799",36.146361,-86.78405500000001,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020022468,Building Residential - New,Single Family Residence,2020-04-08,2020-05-05,607412.0,125  KEYWAY DR,NASHVILLE,TN,37205,"OWENS, JERRY GEN CONTR",3799505,"to construct a single family home with 5010 sf living area and 520 sf attached garage.  50' min front s/b; 10' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.102135,-86.87463699999999,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020025534,Building Residential - New,Single Family Residence,2020-04-22,2020-05-05,213746.0,2411A  BOOKER ST,NASHVILLE,TN,37208,RHD CONSTRUCTION LLC,3807179,"parent parcel is map 92-7 parcel 435, is zoned R6-A, contains 6369 sf lot area and is in a pre 1984 recorded subdivision.  this permit to construct unit A of proposed horizonal property line regime duplex with 1763 sf living area and 434 sf deck/porch areas.  units detached.  max allowed height is 33'.  min required distance between structures is 6' min with no bump outs.  R6-A zoning requires all parking to be to the rear of the structures.  24.6' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835. must comply fully with metro council bills 2014-725 and 2014-770.",36.160671,-86.812803,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020021051,Building Residential - New,Single Family Residence,2020-04-02,2020-05-05,279458.0,3823  MOSS ROSE DR,NASHVILLE,TN,37216,M SQUARED LLC,3795919,"to construct a single family residence with 2305 sf living area, 166 sf porch area.  50.6' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish in regards to metro council bill 2017-835.",36.206379,-86.70059599999999,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020025557,Building Residential - New,Single Family Residence,2020-04-22,2020-05-05,213746.0,2411B  BOOKER ST,NASHVILLE,TN,37208,RHD CONSTRUCTION LLC,3807262,"parent parcel is map 92-7 parcel 435, is zoned R6-A, contains 6369 sf lot area and is in a pre 1984 recorded subdivision.  this permit to construct unit B of proposed horizonal property line regime duplex with 1763 sf living area and 434 sf deck/porch areas.  R6-A Zoning all parking must to rear of existing structures.  units detached.  max allowed height is 33'.  min required distance between structures is 6' min with no bump outs.  24.6' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36' d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",36.160671,-86.812803,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020027093,Building Residential - New,"Accessory Structure, Garage",2020-04-29,2020-05-04,28835.0,929  BENTON AVE,NASHVILLE,TN,37204,PALMETTO CONSTRUCTION LLC,3810533,"RESTRICTIVE COVENANT FOR DETATCHED STRUCTURE RECORDED 20200305-0024750 DR, 05-04-2020
TO CONSTRUCT 597SF DETACHED GARAGE WITH 511SF CONDITIONED SPACE ABOVE, TO THE REAR OF SINGLE FAMILY RESIDENCE. NOT TO BE USED FOR LIVING SPACE OR COMMERCIAL PURPOSES. MUST COMPLY WITH HCN2020015780.  MHZC must review application.  FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.***",36.132042999999996,-86.784982,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Garage"
2020025081,Building Residential - New,"Accessory Structure, Carport",2020-04-21,2020-05-04,5796.0,4130  AMES CT,NASHVILLE,TN,37218,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),3806089,to construct a 10 x 12 detached covered cabana structure to rear of residence.  not to be used for living or commercial purposes.  max allowed height is 16'.  10' min left side s/b; 3' min right side s/b; 10' min rear s/b.,36.226325,-86.823991,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Carport"
2020023458,Building Residential - New,Single Family Residence,2020-04-14,2020-05-04,237752.0,413  HIGH ST,NASHVILLE,TN,37211,LEGACY SOUTH BUILDERS LLC,3802075,"to construct unit B of proposed horizonal property line regime duplex with 1961 sf living area and 219 sf porch areas.  units detached.  max allowed height is 25.26'.  min required distance between structures is 6' min with no bump outs.  33.30' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.100912,-86.741731,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020025077,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",2020-04-21,2020-05-04,13910.0,4130  AMES CT,NASHVILLE,TN,37218,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),3806086,to construct a 12 x 24 detached storage building to side of residence.  not to be used for living or commercial purposes.  max allowed height is 16'.  5' min side s/b; 10' min rear s/b.,36.226325,-86.823991,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Shed / Storage Bldg"
2020023454,Building Residential - New,Single Family Residence,2020-04-14,2020-05-04,239813.0,411  HIGH ST,NASHVILLE,TN,37211,LEGACY SOUTH BUILDERS LLC,3802065,"to construct unit a of proposed horizonal property line regime duplex with 1978 sf living area and 142 sf porch areas.  units detached.  max allowed height is 25.26'.  min required distance between structures is 6' min with no bump outs.  33.30' min front a/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.100936,-86.742058,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020025658,Building Residential - New,Single Family Residence,2020-04-23,2020-05-01,157000.0,1200  KATIE AVE,NASHVILLE,TN,37207,Warner Contruction Inc.,3807461,"This permit to complete construction started under permit 2017058282 and 2017022390, and change of contractor.  no increase to height or building footprint.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.
*****4/30/2020(LB)******Original Scope of Work from Permit 2017058282:

BZA Appeal of 17.12.060B shall not exceed 3 stories, requesting 4 stories. 

NEED STAMPED ELEVATIONS FOR ALL ELEVATIONS SHOWING DIMENSIONED STORIES AND GRADE. MAXIMUM OF 3 STORIES.
THIS PERMIT TO COMPLETE CONSTRUCTION STARTED ON PERMIT 2017022390 AND CHANGE OF CONTRACTOR. Construction is 50% complete.
TO CONSTRUCT A NEW SINGLE FAMILY RES AT 3500 SQ FT WITH PORCHES AND DECKS...FRONT 26.53'...FRONT FACADE TO FACE KATIE AVE....SIDE STREET SETBACK MIN 10'...SIDE MN 5'...REAR MIN 20'..SEE PLAN.NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY�SEE PLAT 20170213-0015022 ***",36.196521000000004,-86.780016,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020012087,Building Residential - New,Single Family Residence,2020-02-25,2020-05-01,281738.0,1010  12TH AVE S,NASHVILLE,TN,37203,PROVINCE BUILDERS LLC,3762963,"MAPPING NOT COMPLETED AS OF 2/13/2020.

To construct 1010 12th Ave S., 1 of 6 Units within a Single Building. 2501 sq ft of living, 518 sq ft garage, and 675 sq ft of porches and decks. 12th Avenue South Development with 12 Units within 3 Buildings. Must comply with Master Permit 2019042900 and easements on parcel. Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of  Metropolitan Code�.

POC JOHN SWIFT 615-416-2799",36.146091999999996,-86.786068,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020007776,Building Residential - New,Single Family Residence,2020-02-05,2020-05-01,220794.0,1037  SOUTHSIDE CT  1,NASHVILLE,TN,37203,PROVINCE BUILDERS LLC,3756916,"MAPPING NOT COMPLETED AS OF 2/13/2020.

To construct 1037 Southside Ct Unit 1, within a 3 Unit Building. 1960 sq ft of living, 421 sq ft garage, and 185 sq ft of porches and decks. 12th Avenue South Development with 12 Units within 3 Buildings. Must comply with Master Permit 2019042900 and easements on parcel. Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of  Metropolitan Code�.

POC JOHN SWIFT 615-416-2799",36.146361,-86.78405500000001,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020012083,Building Residential - New,Single Family Residence,2020-02-25,2020-05-01,230144.0,1008  12TH AVE S,NASHVILLE,TN,37203,PROVINCE BUILDERS LLC,3762955,"MAPPING NOT COMPLETED AS OF 2/13/2020.

To construct 1008 12th Ave S., 1 of 6 Units within a Single Building. 2043 sq ft of living, 463 sq ft garage, and 675 sq ft of porches and decks. 12th Avenue South Development with 12 Units within 3 Buildings. Must comply with Master Permit 2019042900 and easements on parcel. Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of  Metropolitan Code�.

POC JOHN SWIFT 615-416-2799",36.146108,-86.786063,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020012080,Building Residential - New,Single Family Residence,2020-02-25,2020-05-01,230144.0,1004  12TH AVE S,NASHVILLE,TN,37203,PROVINCE BUILDERS LLC,3762951,"MAPPING NOT COMPLETED AS OF 2/13/2020.

To construct 1004 12th Ave S., 1 of 6 Units within a Single Building. 2043 sq ft of living, 463 sq ft garage, and 675 sq ft of porches and decks. 12th Avenue South Development with 12 Units within 3 Buildings. Must comply with Master Permit 2019042900 and easements on parcel. Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of  Metropolitan Code�.

POC JOHN SWIFT 615-416-2799",36.146141,-86.786055,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020012085,Building Residential - New,Single Family Residence,2020-02-25,2020-05-01,230144.0,1002  12TH AVE S,NASHVILLE,TN,37203,PROVINCE BUILDERS LLC,3762959,"MAPPING NOT COMPLETED AS OF 2/13/2020.

To construct 1002 12th Ave S., 1 of 6 Units within a Single Building. 2043 sq ft of living, 463 sq ft garage, and 675 sq ft of porches and decks. 12th Avenue South Development with 12 Units within 3 Buildings. Must comply with Master Permit 2019042900 and easements on parcel. Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of  Metropolitan Code�.

POC JOHN SWIFT 615-416-2799",36.146157,-86.786051,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020018162,Building Residential - New,Single Family Residence,2020-03-20,2020-05-01,732896.0,4013  DORCAS DR,NASHVILLE,TN,37215,MCKENZIE CONSTRUCTION LLC,3788570,"to construct 6045SF single family residence with 828Sf garage 461SF porches. 10' min. side setback, 20' min. rear setback, front setback at 60.2' per avg. not to be over any easements.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.10637,-86.84135699999999,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2020012081,Building Residential - New,Single Family Residence,2020-02-25,2020-05-01,230144.0,1006  12TH AVE S,NASHVILLE,TN,37203,PROVINCE BUILDERS LLC,3762953,"MAPPING NOT COMPLETED AS OF 2/13/2020.

To construct 1006 12th Ave S., 1 of 6 Units within a Single Building. 2043 sq ft of living, 463 sq ft garage, and 675 sq ft of porches and decks. 12th Avenue South Development with 12 Units within 3 Buildings. Must comply with Master Permit 2019042900 and easements on parcel. Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of  Metropolitan Code�.

POC JOHN SWIFT 615-416-2799",36.146125,-86.786059,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2019050392,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-08-21,2020-04-30,7203899.0,350  OLD HICKORY BLVD,NASHVILLE,TN,37221,CONSTRUCTION ENTERPRISES INC,3704255,"construct bldg 4000 61,210 sq.ft. BELLEVUE RESIDENTIAL COMMUNITY� �.See related foundation permit #2019025125 ... SPECIFIC PLAN (SP) BL2015-86� � THE PROJECT INCLUDES APPROXIMATELY 323 �FOR-RENT� MULTI-FAMILY RESIDENTIAL APARTMENT UNITS � �THERE WILL BE (3) 4/5 SPLIT-STORY WOOD-FRAMED BUILDINGS, AND (6) DETACHED GARAGES WITH CARRIAGE UNITS ABOVE� �THE AMENITY SPACE (LEASING, CLUBHOUSE, FITNESS, ETC.) WILL BE HOUSED IN ONE OF THE 4/5 SPLIT-STORY BUILDINGS AND INCLUDE APPROXIMATELY 8,500 SF� �SURFACE PARKING WILL BE PROVIDED ALONG WITH 36 BAY GARAGE SPACES� �RESIDENTIAL AMENITIES INCLUDE A POOL, FITNESS, CLUBROOM, PACKAGE PARCEL ROOM AND LEASING. ANCILLARY BUILDINGS INCLUDE A TRASH ENCLOSURE AND CAR WASH BUILDING� ...MUST COMPLY WITH SPECIFIC PLAN (SP)2015SP-113-002�",36.089964,-86.920815,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
2019052956,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-09-03,2020-04-30,6785368.0,350  OLD HICKORY BLVD  5000 B,NASHVILLE,TN,37221,CONSTRUCTION ENTERPRISES INC,3708224,"Bldg 5000E 58,097 sq.ft. MUST COMPLY WITH SPECIFIC PLAN (SP)2015SP-113-002�
POC RUSS KIRBY 678-506-8863",36.089964,-86.920815,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
2019052947,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-09-03,2020-04-30,5400400.0,350  OLD HICKORY BLVD  5000 B,NASHVILLE,TN,37221,CONSTRUCTION ENTERPRISES INC,3708212,"Bldg 5000C part of bldg 5000  46,000 ...SQ.FT.MUST COMPLY WITH SPECIFIC PLAN (SP)2015SP-113-002�
POC ROSS KIRBY 678-506-8863",36.089964,-86.920815,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
2020017948,Building Residential - New,Single Family Residence,2020-03-19,2020-04-30,290127.0,929  MULBERRY HILL PL,ANTIOCH,TN,37013,TRENDMARK CONSTRUCTION LLC,3787840,"Res PUD, Planning to review/approve prior to permit issuance. Single family residence with 2393 sq ft of living, 420 sq ft garage, and 228 sq ft Must comply with BL2003-1461 and easements on parcel. 20 ft platted front setback, 20 ft rear setback and 5 ft side setbacks.
Sidewalk requirements to be determined by Planning.
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.",36.070082,-86.655378,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2019052939,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-09-03,2020-04-30,6999388.0,350  OLD HICKORY BLVD  5000 B,NASHVILLE,TN,37221,CONSTRUCTION ENTERPRISES INC,3708194,"Bldg 5000 B part of bldg. 5000 59620sq.ft. four stories..... MUST COMPLY WITH SPECIFIC PLAN (SP)2015SP-113-002�
POC ROSS KIRBY 678-506-8863",36.089964,-86.920815,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
2020026461,Building Residential - New,Single Family Residence,2020-04-27,2020-04-30,316135.0,1712  ALAYNA CT,NASHVILLE,TN,37221,"JONES CO OF TENNESSEE LLC, THE",3809220,"HARPETH VALLEY WATER AND SEWER DISTRICT; SINGLE FAMILY RESIDENCE, 2838 SQ FT LIVING, 600 SQ FT GARAGE, 259 SQ FT PORCH. 4 BEDROOM, 4 BATHROOMS, HARPETH VALLEY UTILITY DISTRICT. 20' min front s/b; 5' min side s/b; 20' min rear s/b. must comply with tree regulations one new two inch tree for every 30' road frontage. for every 50' site frontage, a 24  x 36  d/f sign must be place din English and Spanish with information in regards to metro council bill 2017-835.",38.980841999999996,-92.31302099999999,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
2019052926,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",2019-09-03,2020-04-30,2113466.0,350  OLD HICKORY BLVD  5000 B,NASHVILLE,TN,37221,CONSTRUCTION ENTERPRISES INC,3708175,"building 5000a 57,797 sq.ft. part of bldg. 5000. See related foundation permit 2019048193 for building 5000 and Master Permit 2019019742....MUST COMPLY WITH SPECIFIC PLAN (SP)2015SP-113-002�
POC ROSS KIRBY 678-506-863",36.089964,-86.920815,Commercial,"TYPE: Building Commercial - New SUBTYPE: Multifamily, Tri-Plex, Quad, Apartments"
2020017367,Building Residential - New,Single Family Residence,2020-03-17,2020-04-30,222233.0,925  MULBERRY HILL PL,ANTIOCH,TN,37013,TRENDMARK CONSTRUCTION LLC,3785607,"Res Pud. Sidewalk requirements to be determined by Planning. 

To construct a new single family residence at 1833 sq ft, garage at 420 sf and porches at 252 sq ft.. . Minimum 5 ft side setbacks, minimum 20' ft rear setback, 20 ft minimum average front setback. .. Must comply with Plat  20190325 0026968 and all easements. . Pursuant # 2006-1263  Metro Code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.",36.070063,-86.655396,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
