permit_number,permit_type_descr,permit_subtype_descr,date_entered,construction_cost,address,city,state,zip,contact,ivr_tracking_number,purpose,lat,lon,category,type_subtype
T2020012632,Building Residential - New,Detached Accessory Dwelling Unit,2020-02-26,,302 N 14TH ST,NASHVILLE,TN,37206,GNC PLUMBING LLC,3764809,"We are building a DADU that WILL NOT have a driveway, and it is outside of the sidewalk envelope. In other words, I have already checked with Lisa at Codes and the sidewalk variance will not apply since we are not installing a driveway and will be far away from the sidewalk.  MHZC must approve application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835. base zone of parcel is 8000 sf and is zoned R6.",36.180192,-86.745312,Residential,TYPE: Building Residential - New SUBTYPE: Detached Accessory Dwelling Unit
T2020012400,Building Residential - New,"Accessory Structure, Garage",2020-02-25,,1525C  WHITE TIP LN,ANTIOCH,TN,37013,"HYNEMAN, KEVIN COMPANIES INC",3763610,"per master permit 2019066586, to construct a 408 sf detached garage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",35.445229,-86.812175,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Garage"
T2020012384,Building Residential - New,"Accessory Structure, Garage",2020-02-25,,1509B  WHITE TIP LN,ANTIOCH,TN,37013,"HYNEMAN, KEVIN COMPANIES INC",3763557,"per master permit 2019066586, to construct a 408 sf detached garage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",35.994331,-87.20561,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Garage"
T2020012361,Building Residential - New,"Accessory Structure, Garage",2020-02-25,,1501C  WHITE TIP LN,ANTIOCH,TN,37013,"HYNEMAN, KEVIN COMPANIES INC",3763488,"per master permit 2019066586, to construct a 408 sf detached garage for townhome residence.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",35.996511,-87.210736,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Garage"
T2020012119,Building Residential - New,Single Family Residence,2020-02-25,,2707  PENNINGTON BEND RD,NASHVILLE,TN,37214,"BATSON, FRANK QUALITY HOMES, INC",3763015,"to construct a single family residence with 4002 sf living area and 971 sf attached garage.  80.8' min front s/b; 10' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.224265,-86.688591,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020012423,Building Residential - New,"Accessory Structure, Garage",2020-02-25,,1533B  WHITE TIP LN,ANTIOCH,TN,37013,"HYNEMAN, KEVIN COMPANIES INC",3763674,"per master permit 2019066586, to construct a 408 sf detached garage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",35.992262,-87.204169,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Garage"
T2020012454,Building Residential - New,Single Family Residence,2020-02-25,400000.0,3814  ELKINS AVE,NASHVILLE,TN,37209,"TUDOR BUILDING GROUP, GP",3763914,Single family construction. Ground up.  REJECTED: CORNER LOT.  APPLICANT IS REQUIRED TO PROVIDE 10' MIN SIDE STREET S/B FOR PROPOSED RESIDENCE.  APPLICANT IS REQUIRED TO RESUBMIT APPLICATION SHOWING REQUIRED SETBACK OR APPLY WITH BZA FOR VARIANCE.  THIS APPLICATION WILL BE CANCELLED.,36.150393,-86.83219799999999,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020011679,Building Residential - New,Single Family Residence,2020-02-23,400000.0,3814  ELKINS AVE,NASHVILLE,TN,37209,"TUDOR BUILDING GROUP, GP",3762318,Single family construction ground up.  REJECTED: CONTEXTUAL SITE PLAN SUBMITTED DOES NOT SHOW REQUIRED FOUR (4) HOUSES AS REQUIRED BY METRO COUNCIL BILL 2014-725.  APPLICANT IS REQUIRED TO RESUBMIT A CONTEXTUAL SITE PLAN THAT IS IN COMPLIANCE WITH METRO COUNCIL BILL 2014-725.  THIS APPLICATION WILL BE CANCELLED.,36.150393,-86.83219799999999,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020011680,Building Residential - New,Single Family Residence,2020-02-23,400000.0,3812  ELKINS AVE,NASHVILLE,TN,37209,"TUDOR BUILDING GROUP, GP",3762319,Single family ground up construction. Note...this is not an HPR. These are two separate lots owned by Tudor Building Group.  REJECTED: APPLICANT HAS SUBMITTED A SITE PLAN THE IS NOT IN COMPLIANCE WITH METRO COUNCIL BILL 2014-725 SHOWING REQUIRED FOUR (4) RESIDENCES TO DETERMINE FRONT SETBACK.  APPLICANT IS REQUIRED TO RESUBMIT A CONTEXTUAL SITE PLAN IN COMPLIANCE WITH METRO COUNCIL BILL 2014-725.  THIS APPLICATION WILL BE CANCELLED.,36.1504,-86.832025,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020011332,Building Residential - New,Single Family Residence,2020-02-20,,229  54TH AVE N,NASHVILLE,TN,37209,HARRIS HOME MAINTENANCE,3761737,"PLANNING CRITICAL LOT. To construct a new single family residence with 2879 sq. ft. of living space, 993 sq. ft. garage, and 829 sq. ft. of porches and/or decks. Minimum: 31.9� street/front setback contextual setback; 5� side setback(s); and, 20� rear setback. Must conform to all easements on property. Shall not exceed three stories.  Total building coverage on parcel not to exceed 45%. Individual single and two-family lot tree density standards apply pursuant to M.C.L. 17.24.100, including at least one two-inch caliper tree for each thirty feet of lot frontage (or portion thereof), excluding alley frontage. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",36.147441,-86.852634,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020011171,Building Residential - New,Single Family Residence,2020-02-20,,115A  OCEOLA AVE,NASHVILLE,TN,37209,"HOMEWARD CUSTOM HOMES, LLC",3761498,"115 A OCEOLA AVE. To construct a new HPR single family residence with 2366 sq. ft. of living space, 281 sq. ft. garage, and 458 sq. ft. of porches and/or decks. Minimum: 26.6� street/front setback contextual setback; 5� side setback(s); and, 20� rear setback. Minimum 6� between buildings. Must conform to all easements on property. Shall not exceed three stories with a maximum height of 45�. Height cannot exceed a ratio of 1.0 horizontal to 1.5 vertical. Total building coverage on parcel not to exceed 50%. Individual single and two-family lot tree density standards apply pursuant to M.C.L. 17.24.100, including at least one two-inch caliper tree for each thirty feet of lot frontage (or portion thereof), excluding alley frontage. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",36.143613,-86.859516,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020011115,Building Residential - New,Single Family Residence,2020-02-20,,115B  OCEOLA AVE,NASHVILLE,TN,37209,"HOMEWARD CUSTOM HOMES, LLC",3761431,"115 B OCEOLA AVE. To construct a new HPR single family residence with 2366 sq. ft. of living space, 281 sq. ft. garage, and 458 sq. ft. of porches and/or decks. Minimum: 26.6� street/front setback contextual setback; 5� side setback(s); and, 20� rear setback. Minimum 6� between buildings. Must conform to all easements on property. Shall not exceed three stories with a maximum height of 45�. Height cannot exceed a ratio of 1.0 horizontal to 1.5 vertical. Total building coverage on parcel not to exceed 50%. Individual single and two-family lot tree density standards apply pursuant to M.C.L. 17.24.100, including at least one two-inch caliper tree for each thirty feet of lot frontage (or portion thereof), excluding alley frontage. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",36.143613,-86.859516,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020011205,Building Residential - New,Single Family Residence,2020-02-20,,4727  POST RD,NASHVILLE,TN,37205,COOK BUILDERS LLC,3761562,"To construct a new single family residence with 15,017 sq. ft. of living space, 1,233 sq. ft. garage, and 1,102 sq. ft. of porches and/or decks. Minimum: 120� street/front setback; 15� side setback(s); and, 20� rear setback. Must conform to all easements on property. Shall not exceed three stories. Total building coverage on parcel not to exceed 25%. Individual single and two-family lot tree density standards apply pursuant to M.C.L. 17.24.100, including at least one two-inch caliper tree for each thirty feet of lot frontage (or portion thereof), excluding alley frontage. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",36.123488,-86.857568,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020011163,Building Residential - New,Single Family Residence,2020-02-20,,115A  OCEOLA AVE,NASHVILLE,TN,37209,"HOMEWARD CUSTOM HOMES, LLC",3761488,"To construct a new HPR single family residence with 2366 sq. ft. of living space, 281 sq. ft. garage, and 458 sq. ft. of porches and/or decks. Minimum: 26.6� street/front setback contextual setback; 5� side setback(s); and, 20� rear setback. Minimum 6� between buildings. Must conform to all easements on property. Shall not exceed three stories with a maximum height of 45�. Height cannot exceed a ratio of 1.0 horizontal to 1.5 vertical. Total building coverage on parcel not to exceed 50%. Individual single and two-family lot tree density standards apply pursuant to M.C.L. 17.24.100, including at least one two-inch caliper tree for each thirty feet of lot frontage (or portion thereof), excluding alley frontage. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",36.143613,-86.859516,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020011079,Building Residential - New,Single Family Residence,2020-02-19,,5303B  INDIANA AVE,NASHVILLE,TN,37209,"MCKINNIS, SEAN",3761389,"to construct a single family home  with 1792sf living area, 401 sf attached garage, and 64 sf porch area.  REJECTED: HPR APPLICATIONS ARE NOT PROCESSED ON LINE.  PLEASE SUBMIT PLANS IN PERSON TO THIS OFFICE AND SEE FIRST AVAILABLE ZONING EXAMINER.  THIS APPLICATION WILL BE CANCELLED.",36.156385,-86.851922,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020010226,Building Residential - New,Single Family Residence,2020-02-15,400000.0,3814  ELKINS AVE,NASHVILLE,TN,37209,"TUDOR BUILDING GROUP, GP",3760322,New construction. Ground up.,36.150393,-86.83219799999999,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020010225,Building Residential - New,Single Family Residence,2020-02-15,400000.0,3812  ELKINS AVE,NASHVILLE,TN,37209,"TUDOR BUILDING GROUP, GP",3760321,New construction ground up.  REJECTED: APPLICANT HAS NOT PROVIDED REQUIRED STAMPED CONTEXTUAL SITE PLAN REQUIRED TO PROCESS APPLICATION.  APPLICANT IS REQUIRED TO BRING THIS REQUIRED SITE PLAN TO THIS OFFICE AND SIGN IN TO SEE FIRST AVAILABLE ZONING EXAMINER.  THIS APPLICATION WILL BE CANCELLED.,36.1504,-86.832025,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020009919,Building Residential - New,"Accessory Structure, Garage",2020-02-13,,427  GREEN LN,WHITES CREEK,TN,37189,richard machen,3759957,"to construct 2500SF detached garage to the rear of existing single family residence. 20' min. side setback, 20' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 24� to ridge line.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.236965000000005,-86.805745,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Garage"
T2020009611,Building Residential - New,Single Family Residence,2020-02-12,,1226B  MCGAVOCK PIKE,NASHVILLE,TN,37216,"MCDONALD, ROBERT BRANDON GENERAL CONTRACTOR",3759495,"to construct 1501SF single family residence with 120SF porches. 5' min. side setback, 20' min. rear setback, rear unit of hpr. unit 1 of 2. lot coverage is 952SF of max 9467SF lot coverage. not to be over any easements. Max height 3 stories or 27�11 .
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.204401000000004,-86.73147,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020009142,Building Residential - New,Single Family Residence,2020-02-11,,1037  ZOPHI ST,NASHVILLE,TN,37216,X5 CONSTRUCTION LLC,3758840,"to construct 2145SF single family residence with 423SF garage and 132Sf porches. 5' min. side setback, 20' min. rear setback, rear unit of hpr. unit 1 of 2. lot coverage is 1370SF of max 4773SF lot coverage. not to be over any easements. Max height 3 stories or 37�.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.20489,-86.741388,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020009139,Building Residential - New,Single Family Residence,2020-02-11,60000.0,809  DEERCROSSING,NASHVILLE,TN,37220,"DURANTE COMPANIES, INC",3758835,BUILDING A NEW COMPOSITE DECK AN RAILS.  REJECTED: PLEASE SEE CITY OF OAK HILL FOR BUILDING PERMIT.  THIS APPLICATION WILL BE CANCELLED.,36.047784,-86.780105,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020008901,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",2020-02-10,,5976  EDMONDSON PIKE,NASHVILLE,TN,37211,stephen wood,3758515,"to construct 120SF detached garage to the rear of existing single family residence. 10' min. side setback, 10' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 16� to ridge line.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.023861,-86.74244300000001,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Shed / Storage Bldg"
T2020008205,Building Residential - New,Single Family Residence,2020-02-06,,410  30TH ST,OLD HICKORY,TN,37138,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),3757502,"5/14/20 Rejected Site Plan exceeds 2 stories based on Stamped Plans provided. Average finished grade is 7.15 ft for basement level which then counts as a story. Per Code, basement level is deemed a story when the average elevation of adjacent finished grade measured to finished floor directly above exceeds 6 ft. Critical Lot, Planning to review/approve prior to permit issuance. Zoning to review RS5 standards and plat notes, including max 2 stories in 35 ft, and maximum 50% lot area coverage. Must comply with 2019S-163-001 and easements on property. Self Permit, personal residence. To construct a single family residence with 5176 sq ft of living, 910 sq ft garage, 55 sq ft storage area, and 2166 sq ft of porches and decks. 1.Acknowledges applying for this self building permit in own name, & will act as own contractor accepting full responsibility for code compliance, for hiring & employing individuals & has ultimate responsibility for my own work & for the work of others.  Acting as my own general contractor, I further understand that I may forfeit certain protections, which might be available to me through the State of Tenn general contractor�s licensing process. I further acknowledge that as a self building permit holder I am responsible for requesting all required inspections & completing all authorized work in compliance with applicable adopted codes. I further understand that separate permits are required for any proposed electrical, plumbing, & gas/mechanical work and is not part of this building permit. 2. Pursuant # 2006-1263  Metro code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code. Planning Stamped Plans sent to file 5/14/202LB",36.248096999999994,-86.63560799999999,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020008031,Building Residential - New,Single Family Residence,2020-02-05,,212  CAPITOL VIEW AVE,NASHVILLE,TN,37207,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),3757264,to construct a single family residence with 1793 sf living area and 100 sf porch area.  49.025' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  will be owners personal residence.,36.219407000000004,-86.758514,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020007092,Building Residential - New,Single Family Residence,2020-01-31,,4307  DAKOTA AVE,NASHVILLE,TN,37209,"HAVEN BUILDERS, LLC",3755872,"To construct a new single-family residence at 2552 sq. ft, and porches at 216 sq. ft. This is an undersized lot.  REJECTED: UNDERSIZED LOTS CANNOT BE PROCESSED ON LINE.  APPLICANT IS REQUIRED TO BRING PLANS TO OFFICE IN PERSON AND SIGN IN FOR FIRST AVAILABLE ZONING EXAMINER.  THIS APPLICATION WILL BE CANCELLED.",36.147726,-86.83891700000001,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020007054,Building Residential - New,Single Family Residence,2020-01-31,,921  ARCHER ST,NASHVILLE,TN,37203,"NOBLE BUILDING GROUP, LLC",3755806,"to construct 6471SF single family residence with 3430Sf porches. 5' min. side setback, 20' min. rear setback, front setback at 37' per avg. not to be over any easements.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.145283,-86.78184300000001,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020006218,Building Residential - New,Single Family Residence,2020-01-29,,926  31ST AVE N,NASHVILLE,TN,37209,APEX BUILDERS LLC,3754601,"To construct a new single family residence with 1994 sq. ft. of living space and 225 sq. ft. of porches and/or decks. Minimum: 22.08' front street/front contextual setback; side street setback 3' per BZA, 3� side setback(s); and, 20� rear setback. Minimum 6� between buildings. Must conform to all easements on property. Shall not exceed three stories with a maximum height of 35�. Total building coverage on parcel not to exceed 60%. Individual single and two-family lot tree density standards apply pursuant to M.C.L. 17.24.100, including at least one two-inch caliper tree for each thirty feet of lot frontage (or portion thereof), excluding alley frontage. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",36.161974,-86.823174,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020006126,Building Residential - New,Single Family Residence,2020-01-28,,748  DARDEN PL,NASHVILLE,TN,37205,KINGDOM BUILDERS OF TENNESSEE LLC,3754395,New Construction.   REJECTED: APPLICANT HAS NOT SUBMITTED REQUIRED STAMPED CONTEXTUAL SITE PLAN AS REQUIRED BY METRO COUNCIL BILL 2014-725 AND APPLICANT HAS NOT PROVIDED REQUIRED SQUARE FOOTAGE INFORMATION IN PROJECT SCOPE CODE.  APPLICANT IS REQUIRED TO RESUBMIT THIS INFORMATION.  THIS APPLICATION WILL BE CANCELED.,36.125944,-86.879062,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020006147,Building Residential - New,Single Family Residence,2020-01-28,,4168  BAXTER RD,JOELTON,TN,37080,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),3754519,"To construct a new single family residence with 1200 sq. ft. of living space, 1200 sq. ft. garage, and 400 sq. ft. of porches and/or decks. Minimum: 40'' front setback (from easement); 20� side setback(s); and, 20� rear setback. Must conform to all easements on property. Shall not exceed three stories in height. Total building coverage on parcel not to exceed 20%. POC: Randy Lynch, 615-579-8486. Applicant applied for a self-permit and will act as his/her own general contractor with full responsibility for code compliance, for hiring and employing individuals and subcontractors, and with ultimate responsibility for his/her own work and for the work of others. Acting as his/her general contractor, applicant may forfeit certain protections which might be available to him/her through the State of Tennessee general contractor�s licensing process. Applicant, as a self-build permit holder, is further responsible for requesting all required inspections and completing all authorized work in compliance with applicable adopted codes. Separate permits are required for any electrical, plumbing and gas/mechanical work and are not part of the building permit. Individual single and two-family lot tree density standards apply pursuant to M.C.L. 17.24.100, including at least one two-inch caliper tree for each thirty feet of lot frontage (or portion thereof), excluding alley frontage. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",36.361215,-86.90929200000001,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020006070,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",2020-01-28,,1410  HOLLY ST,NASHVILLE,TN,37206,"CRAFTSMAN CONTRACTORS, LLC",3754388,"to construct 256SF detached shedto the rear of existing single family residence. not to be over any easements. not to be used for living space or commercial purposes. 
MUST COMPLY WITH HCN

***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.175743,-86.745035,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Shed / Storage Bldg"
T2020005836,Building Residential - New,Single Family Residence,2020-01-27,,4416B  PROVIDENCE HTS,NASHVILLE,TN,37211,BUILD TRUST HOMES LLC,3754085,build 1890 sqft single family with 330 SF garage.  REJECTED: HPR APPLICATIONS CANNOT BE PROCESSED ON LINE.  PLEASE BRING ALL NECESSARY PLANS TO THIS OFFICE AND SIGN IN TO SEE FIRST AVAILABLE ZONING EXAMINER.  THIS APPLICATION WILL BE CANCELLED.,36.073593,-86.72666,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020005689,Building Residential - New,Single Family Residence,2020-01-27,,621B  JAMES AVE,NASHVILLE,TN,37209,"FELTNER, GABE CONSTRUCTION",3753820,"TO CONSTRUCT RIGHT UNIT OF PROPOSED HORIZONTAL PROPERTY LINE REGIME DUPLEX WITH 1898 SQFT OF LIVING AREA 243 SQFT GARAGE AREA 366 SQFT PORCH/DECK AREAS� �UNITS DETACHED� �31.8� MIN FRONT SETBACK� �5� MIN SIDE SETBACK� �20� MIN REAR SETBACK� �MAXIMUM HEIGHT 25.5� MEASURED FROM AVERAGE NATURAL GRADE (FRONT TWO CORNERS) TO HIGHEST PEAK� �6� MINIMUM DISTANCE BETWEEN UNITS� �NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY� �

*** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY� � 

***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED� �",36.15975,-86.87581,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020005700,Building Residential - New,Single Family Residence,2020-01-27,,623B  JAMES AVE,NASHVILLE,TN,37209,"FELTNER, GABE CONSTRUCTION",3753842,"TO CONSTRUCT RIGHT UNIT OF PROPOSED HORIZONTAL PROPERTY LINE REGIME DUPLEX WITH 2,012 SQFT OF LIVING AREA AND 476 SQFT PORCH/DECK AREAS� �UNITS DETACHED� �31.8� MIN FRONT SETBACK� �5� MIN SIDE SETBACK� �20� MIN REAR SETBACK� �MAXIMUM HEIGHT 25.5� MEASURED FROM AVERAGE NATURAL GRADE (FRONT TWO CORNERS) TO HIGHEST PEAK� �6� MINIMUM DISTANCE BETWEEN UNITS� �NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY� �

*** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY� � 

***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED� �",36.159867999999996,-86.875723,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
